header,price,subtitle
"3-комнатная квартира, 79 м², 3/5 этаж",22000000,"Казыбек би р-н, мкр Юго-Восток, улица Муканова"
"1-комнатная квартира, 44 м², 8/10 этаж",15500000,"Казыбек би р-н, мкр Юго-Восток, Сарыарка, ЖК Жана Сары-Арка"
"3-комнатная квартира, 77 м², 3/5 этаж",23000000,"Казыбек би р-н, мкр Юго-Восток, Муканова"
"3-комнатная квартира, 92 м², 1/9 этаж",48000000,"Казыбек би р-н, мкр Юго-Восток, Таттибета"
"1-комнатная квартира, 33 м², 5/5 этаж",14500000,"Казыбек би р-н, мкр Юго-Восток, Карбышева 10/2"
"2-комнатная квартира, 46 м², 2/5 этаж",11300000,"Октябрьский р-н, 12 микрорайон 38"
"2-комнатная квартира, 51.8 м², 5/9 этаж",24000000,"Казыбек би р-н, Язева 10"
"2-комнатная квартира, 45 м², 1/5 этаж",17000000,улица Гоголя 54
"2-комнатная квартира, 47.5 м², 1/5 этаж",16300000,"Казыбек би р-н, Муканова"
"3-комнатная квартира, 47 м², 5/5 этаж",14000000,"Октябрьский р-н, мкр Майкудук, 18й микрорайон 9"
"2-комнатная квартира, 70 м², 4/6 этаж",22000000,"Казыбек би р-н, Ермекова 106 / 1"
"2-комнатная квартира, 47 м², 4/5 этаж",14555555,"Казыбек би р-н, мкр Новый Город — Ержанова"
"2-комнатная квартира, 49.6 м², 1/9 этаж",11000000,"Октябрьский р-н, мкр Майкудук, 15й микрорайон 26/3"
"3-комнатная квартира, 48 м², 4/5 этаж",11500000,"Октябрьский р-н, 16 мкр"
"2-комнатная квартира, 52 м², 8/9 этаж",12000000,"Октябрьский р-н, 19-й мкр"
"1-комнатная квартира, 35 м², 1/3 этаж",7500000,"Октябрьский р-н, 14-й мкр"
"2-комнатная квартира, 45 м², 1/5 этаж",11500000,"Октябрьский р-н, 16-й мкр"
"3-комнатная квартира, 63.3 м², 4/5 этаж",18000000,"Октябрьский р-н, мкр Майкудук, Квартал 1 мкр 6"
"2-комнатная квартира, 46 м², 8/9 этаж",18500000,"Казыбек би р-н, Шапагат 8"
"3-комнатная квартира, 56 м², 5/5 этаж",18000000,"Казыбек би р-н, проспект Республики 24"
"2-комнатная квартира, 48 м², 5/5 этаж",8300000,"Октябрьский р-н, мкр Майкудук, 14й микрорайон 34"
"4-комнатная квартира, 76 м², 4/5 этаж",22000000,"Октябрьский р-н, Восток-1 15"
"3-комнатная квартира, 77.3 м², 5/10 этаж",27000000,"Казыбек би р-н, Ермекова"
"4-комнатная квартира, 64 м², 2/5 этаж",15800000,"Октябрьский р-н, мкр Майкудук, 17й микрорайон 52"
"4-комнатная квартира, 84 м², 3/9 этаж",25000000,"Октябрьский р-н, мкр Майкудук, Белинского 4/1"
"3-комнатная квартира, 92 м², 4/4 этаж",42000000,"Казыбек би р-н, Ержанова 18/6"
"4-комнатная квартира, 62 м², 5/5 этаж",17500000,"Казыбек би р-н, Штурманская"
"3-комнатная квартира, 63 м², 4/5 этаж",25500000,"Казыбек би р-н, мкр Юго-Восток, Муканова 6/3"
"3-комнатная квартира, 80 м², 11/17 этаж",37000000,"Казыбек би р-н, мкр Юго-Восток, Камали Дүйсембекова 83/1"
"3-комнатная квартира, 54.6 м², 1/5 этаж",14000000,"Октябрьский р-н, мкр Майкудук, 12й микрорайон 14"
"4-комнатная квартира, 61.2 м², 4/5 этаж",14500000,"Октябрьский р-н, мкр Майкудук, 15й микрорайон 18"
"3-комнатная квартира, 64.9 м², 9/9 этаж",15800000,"Октябрьский р-н, мкр Майкудук, Мкр Майкудук, 19й микрорайон 75"
"2-комнатная квартира, 42 м², 1/5 этаж",13000000,"Октябрьский р-н, мкр Майкудук, Мкр Восток-1 13"
"2-комнатная квартира, 43.5 м², 5/5 этаж",13000000,"Октябрьский р-н, 13 микрорайон"
"1-комнатная квартира, 34 м², 2/5 этаж",9000000,"Октябрьский р-н, мкр Майкудук, Мкр Майкудук, 12й микрорайон 21 — Магнитогорская"
"4-комнатная квартира, 61 м², 4/5 этаж",15000000,"Алихана Бокейханова р-н, мкр Майкудук, 14й микрорайон"
"4-комнатная квартира, 77 м², 5/5 этаж",30000000,"Казыбек би р-н, Камали Дюсембекова 37"
"3-комнатная квартира, 64 м², 2/9 этаж",29500000,"Казыбек би р-н, Мкр. Степной 1 49"
"4-комнатная квартира, 125 м², 5/5 этаж",33000000,"Казыбек би р-н, проспект Бухар Жырау 60/2"
"2-комнатная квартира, 43 м², 1/5 этаж",11000000,"Октябрьский р-н, Кузембаева 58"
"4-комнатная квартира, 65 м², 1/5 этаж",21000000,"Казыбек би р-н, проспект Строителей 17"
"3-комнатная квартира, 63 м², 2/5 этаж",20000000,"Октябрьский р-н, мкр Майкудук, Восток-3 8"
"2-комнатная квартира, 46 м², 3/3 этаж",11300000,"Казыбек би р-н, Орлова 103"
"2-комнатная квартира, 48 м², 5/5 этаж",16500000,"Октябрьский р-н, Мкр Восток-5 Мамраева 20"
"5-комнатная квартира, 110 м², 12/20 этаж",31600000,"Казыбек би р-н, Волочаевская 44/2"
"2-комнатная квартира, 58 м², 5/5 этаж",20000000,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, мкр Орбита 26"
"2-комнатная квартира, 83 м², 2/16 этаж",38000000,"Казыбек би р-н, проспект Республики 42"
"2-комнатная квартира, 41 м², 3/5 этаж",10000000,"Октябрьский р-н, мкр Майкудук, 13й микрорайон"
"4-комнатная квартира, 62 м², 3/5 этаж",25000000,"Казыбек би р-н, мкр Юго-Восток, Республики"
"2-комнатная квартира, 53 м², 6/9 этаж",14700000,"Октябрьский р-н, мкр Майкудук, Карла Маркса"
"3-комнатная квартира, 63 м², 1/5 этаж",16000000,"Октябрьский р-н, мкр Майкудук, 1-ый квартал 14"
"3-комнатная квартира, 61.9 м², 3/5 этаж",17000000,"Октябрьский р-н, мкр Майкудук, 17й микрорайон"
"1-комнатная квартира, 37 м², 9/9 этаж",12000000,"Казыбек би р-н, проспект Бухар Жырау"
"4-комнатная квартира, 75 м², 5/5 этаж",24950000,"Казыбек би р-н, мкр Михайловка , Крылова"
"2-комнатная квартира, 46 м², 5/5 этаж",10300000,"Октябрьский р-н, мкр Майкудук, Мкр Майкудук, 13й микрорайон 6"
"1-комнатная квартира, 35.5 м², 8/9 этаж",13000000,"Казыбек би р-н, Бухар-Жырау"
"1-комнатная квартира, 30.7 м², 4/5 этаж",10499999,"Октябрьский р-н, 1-й квартал 14"
"4-комнатная квартира, 77 м², 8/9 этаж",39000000,"Казыбек би р-н, мкр Юго-Восток, Мкр Степной 2 4/1"
"3-комнатная квартира, 56 м², 3/9 этаж",24000000,"Казыбек би р-н, проспект Нуркена Абдирова 20"
"2-комнатная квартира, 50 м², 18/20 этаж",23000000,"Казыбек би р-н, Камали Дюсембекова 44/2"
"4-комнатная квартира, 90 м², 9/20 этаж",25600000,"Казыбек би р-н, Волочаевская 44/2"
"2-комнатная квартира, 46 м², 1/5 этаж",17200000,"Казыбек би р-н, мкр Новый Город, Лободы 27"
"1-комнатная квартира, 40 м², 4/4 этаж",9000000,"Октябрьский р-н, Магнитогорская 6"
"2-комнатная квартира, 47.5 м², 5/5 этаж",11000000,"Октябрьский р-н, 16-й мкр 9"
"3-комнатная квартира, 62 м², 2/9 этаж",23500000,"Алихана Бокейханова р-н, мкр Майкудук, Мамыраева 7"
